	1320
flotation	1
flotilla	1
flour	16
flourish	2
flourished	2
flourishes	4
flourishing	7
flow	8
flower	6
flowered	2
flowering	3
flowers	19
flowing	4
flows	2
fluctuated	2
fluctuates	1
fluctuating	2
fluctuation	1
fluctuations	4
fluid	1
flung	5
flurry	1
flushed	2
flushes	1
flutter	1
fluttered	1
fly	2
flying	1
focus	1
fodder	2
fog	2
fogs	2
fold	3
folded	1
folds	5
foliage	1
folk	24
follow	12
followed	32
follower	1
followers	2
following	34
follows	5
fomented	3
fomento	1
fonseca	1
font	2
fontaine	1
food	46
foods	5
foodstuffs	6
foolish	1
foot	15
football	1
foothills	7
footing	1
footnote	7
footnotes	1
footprints	1
footwear	2
for	779
forbade	1
forbidden	7
forbidding	5
force	34
forced	15
forceful	2
forces	12
forcible	5
forcibly	1
forebears	1
forefront	1
forehead	2
foreign	58
foreigner	4
foreigners	17
foreigners_	1
foreman	2
foremost	2
forerunner	1
foresaw	1
forest	20
forestal	17
forests	14
foretold	1
forever	1
forfeit	1
forget	1
forgetfulness	1
forgets	1
forgotten	2
forlorn	1
form	33
formal	8
formalities	2
formally	5
format	4
formation	4
formats	1
formed	22
former	26
formerly	16
formidable	2
forming	5
forms	11
forster	1
fort	12
fortescue	2
forth	12
forthwith	1
fortieth	1
fortifications	5
fortified	1
fortify	1
fortnight	2
fortress	2
forts	23
fortuna	2
fortunate	6
fortunately	5
fortune	12
fortunes	7
forty	21
forward	9
foster	1
fought	5
found	93
foundation	36
foundations	1
founded	13
founder	3
founders	1
founding	3
foundry	1
founts	2
four	68
fourteen	8
fourth	4
fowls	1
fox	1
foxgloves	1
fraction	1
fragments	1
fragrant	1
frail	1
frame	3
framed	1
france	10
francis	2
francisco	17
francs	3
frank	3
frankest	1
frankly	2
free	24
freed	1
freedom	8
freeing	1
freely	9
freemasonry	1
freer	1
freezing	2
freight	8
freights	2
freire	6
freirina	1
french	46
frenchman	2
frequent	2
frequently	35
fresca	1
fresh	17
freshness	2
freshwater	1
frezier	2
friable	1
friars	1
friction	2
fried	1
friedrich_	1
friend	4
friendliness	1
friendly	12
friends	6
friendship	3
frigate	6
frightful	1
frigorifico	1
fringe	2
fringes	1
frivolous	1
from	642
front	4
frontera	1
frontier	19
frontiers	2
frost	1
frostbitten	1
froward	1
frowning	1
frowsy	1
frozen	5
fruit	29
fruitful	3
fruitless	1
fruitripening	1
fruits	6
frustrated	1
ft	2
fuchsias	3
fuegian	1
fuegians	3
fuego	13
fuel	20
fuerza	1
full	27
fully	2
fumigation	1
functions	1
fund	9
fundición	1
funds	7
fungus	2
fur	1
furies	1
furious	6
furnaces	3
furniture	2
further	13
future	18
fé_	1
g	4
gabriela	1
gago	2
gaily	1
gain	2
gained	1
gainer	1
gainza	1
galapagos	1
gale	1
gales	8
galicia	1
gallant	10
gallantry	1
galleons	1
galleries	1
gallery	1
gallon	1
galloped	1
galvarino	1
gambling	1
gamboa	2
game	4
gamero_	1
games	1
gana	2
gang	1
gangs	1
gap	4
gaps	1
garbled	1
garcia	6
garden	9
gardens	2
gardiner	1
garment	1
garrisoned	1
garrisons	1
gas	1
gasca	1
gaspar	1
gate	1
gateways	1
gathered	6
gathering	1
gatico	1
gauge	11
gave	28
gay	6
gear	1
gedd	1
gem	1
general	55
generalisations	1
generally	19
generalship	1
generate	1
generating	1
generation	5
generations	6
generous	1
generously	1
geneva	1
genial	10
genius	1
gente	1
gentle	2
gentleness	1
gently	1
genuine	10
genuinely	6
genuineness	1
genus	1
geoffrey	1
geographical	2
geographically	1
geography	1
geological	1
george	3
german	23
germans	6
germany	6
germs	1
geronimo	1
gesture	1
get	11
gets	1
getting	4
ghost	1
ghosts	1
giant	5
giants	1
gift	4
gifted	1
gifts	2
gil	2
gildemeister	2
gilolo	1
girl	1
girls	1
girth	1
give	19
given	36
gives	5
giving	10
glacier	7
glaciers	5
gladly	1
glance	4
glanced	1
glasgow	1
glass	5
glasses	2
gleam	1
glimpse	2
glistening	1
globe	5
globes	2
gloomy	1
glorious	3
glory	1
glove	1
glow	1
glowing	2
glows	1
glutted	1
glutting	1
gnawing	1
go	18
goals	1
goats	1
god	3
godfathers	1
godoy	1
gods	1
goe	1
goes	8
going	6
gold	63
golden	12
golfo	1
gomez	3
gone	5
gonzalo	1
gonzález	2
good	73
goodness	1
goods	25
goodwill	3
gordo	1
gorge	2
gorse	1
gospel	1
got	16
gourd	1
govern	2
governed	3
government	80
governmental	4
governments	3
governor	39
governors	6
governorship	2
goyo	1
grace	5
graceful	2
graciousness	1
grade	15
grades	2
gradual	2
gradually	4
graham	1
grain	7
grains	2
gran	1
granada	1
grande	9
grandiloquent	1
grandiose	1
grandson	2
granja	1
grant	8
granted	7
grape	4
grapes	6
grapevines	1
graphite	1
grasping	1
grass	9
grassy	1
gratefully	2
gratitude	1
grave	1
gravelly	1
graves	1
gravy	1
great	151
greater	10
greatest	17
greatly	9
greedy	1
green	35
greene	1
greenness	1
greenock	1
greeted	2
gregorio	1
gregory	2
grenville	1
greve	1
grew	3
grey	5
griego	1
grievances	4
grievous	1
grievously	1
grilles	1
grim	2
groom	1
groomed	2
gross	2
grotesque	1
ground	31
grounds	5
group	38
grouped	5
groups	25
grouse	1
grove	1
groves	3
grow	5
growing	21
grown	12
grows	8
growth	16
grudgingly	1
guanaco	8
guanacos	4
guancarama	1
guano	8
guarantee	3
guaranteed	2
guarantees	2
guaranty	1
guard	1
guarded	3
guarding	1
guatemala	2
guatulco	1
guayaquil	8
guayas	3
guerilla	2
guerra	1
guggenheim	5
guiana	1
guide	4
guides	1
guild	1
guillermo	1
guilt	1
guilty	2
guise	1
gulf	6
gully	1
gum	1
gun	1
gunboat	2
gunboats	2
gunner	3
gunnery	1
gunpowder	5
guns	15
gustave	1
gusts	1
gutenberg	97
gutierrez	1
guy	1
gypsum	1
h	10
habit	7
habitat	3
habits	9
had	305
haggard	1
hailed	2
hailing	1
hair	2
haired	2
haka	1
haled	1
half	43
halifax	1
hall	1
hamburg	1
hamilton	2
hampered	3
hams	1
hand	15
handcrafts	1
handed	5
handful	5
handing	1
handle	1
hands	33
handsome	4
hanged	3
hanger	1
hangs	1
hanover	1
haphazard	1
happened	8
happening	1
happens	2
happier	1
happily	2
happiness	1
happy	4
harassed	5
harbour	2
hard	17
hardened	1
harder	3
hardiest	1
hardihood	2
hardly	1
hardness	1
hardship	1
hardships	2
hardware	3
hardwood	2
hardwoods	2
hardy	14
harmless	1
harmlessness	1
harnessed	1
harnessing	2
harpoons	2
harps	1
harry	1
harsh	2
harsher	1
harshly	1
hart	1
harvest	1
harvested	1
harvests	1
has	299
hash	1
hastened	2
hastening	1
hastily	3
hasty	1
hat	1
hatches	2
hatchets	1
hate	1
hated	1
hathitrust	1
hatred	2
haughty	1
haul	2
have	217
haven	2
havens	2
having	20
hawkins	3
hayseed	1
hazardous	1
hazel	3
haziness	1
he	297
head	21
headdresses	2
headed	12
headedness	1
heading	2
headland	1
headlands	1
headoffices	2
headquarters	4
heads	10
headwaters	2
healing	1
health	5
healthful	1
healthfulness	1
healthy	5
heap	3
heaps	1
hear	5
heard	8
hearing	3
heart	13
hearted	2
heartened	1
hearth	1
heartily	1
hearts	2
heat	8
heated	3
heath	1
heavier	1
heavily	3
heavy	27
heavywheeled	1
hectare	2
hectares	22
hedgerows	1
hedges	4
heere	1
height	8
heights	13
heirs	2
held	36
hell	1
help	30
helped	2
helpers	1
helping	2
helsingfors	1
hematite	1
hemp	2
hen	1
hence	1
henceforth	3
hendrick	1
henriquez	2
henry	2
hens	2
her	164
herald	1
heralded	2
herb	1
herbes	1
herbs	6
herding	2
herds	1
here	87
hereabouts	1
heresy	2
heretic	1
heretical	1
hermite	2
hermosa	1
hernandez	9
hernando	2
hero	1
heroico	1
heroine	2
herradura	2
hers	2
herself	7
hid	1
hidalgo	1
hidden	4
hide	4
hides	2
higgins	27
higgins_	3
high	54
higher	10
highest	7
highlands	1
highly	11
highroad	2
highroads	1
highway	8
highways	8
higuera	2
hill	13
hillier	1
hillocks	1
hills	11
hillside	4
hilltop	1
him	70
himself	22
hind	1
hind_	7
hindering	1
hindu	1
hinterlands	1
hips	1
hire	1
his	300
historia	1
historian	3
historians	4
historic	1
historical	7
histories	1
history	24
hit	1
hoa	1
hockey	1
hoerning	1
hog	1
hogs	2
hoisted	1
hoists	1
hold	11
holder	4
holders	1
holdich	2
holding	5
holdings	2
holds	1
hole	1
holes	4
holland	5
holy	6
homage	2
home	25
homes	4
homestead	1
homogeneity	1
homogeneous	3
honestly	1
honey	5
honeycombed	1
hook	2
hooks	1
hoorn	2
hope	8
hope_	1
hoped	5
hopeful	2
hopefully	1
hopeless	1
hopes	5
hoping	1
horizon	4
horizons	1
horn	10
hornos	2
horse	9
horseback	7
horseman	1
horsemanship	2
horsemen	3
horses	18
hospitable	4
hospitality	1
host	6
hostile	5
hostilities	6
hostility	4
hosts	1
hot	2
hotels	1
hotfoot	1
hours	7
house	26
housed	3
household	1
households	2
houses	29
housing	3
how	8
howard	1
however	43
hoz	2
https	1
huaccac	1
huantajaya	1
huapi	1
huara	1
huasco	7
huayna	3
hue	6
hued	2
huemul	1
hues	5
hueso	1
huge	13
hugged	1
hugh	1
hughes	1
huilliche	1
huilliches	1
huitiquina	1
hullett	1
human	4
humbly	1
humboldt	1
humid	1
humility	1
hundido	5
hundred	52
hundreds	9
hundredweight	2
hung	6
hunger	4
hunt	2
hunted	1
hunter	2
hunters	5
hunting	5
hurried	4
hurriedly	2
hurtado	4
husbands	1
hut	6
huts	10
hydraulic	3
hydro	6
hydrographic	2
hypertext	1
hysteric	1
hysterical	1
i	42
ia	1
ibañez	1
ica	2
ice	1
idea	4
ideal	1
ideas	13
identical	1
identification	1
identified	8
identify	3
identity	1
idiocies	1
idle	4
if	79
ignacio	3
ignorant	1
ignore	1
ignored	2
ignoring	1
ii	9
iii	5
ill	12
illapel	4
illegal	2
illegitimate	3
illiberal	1
illuminated	1
illuminating	4
illusory	1
illustrated	2
illustration	60
illustrations	1
ilo	2
image	5
images	3
imagination	4
imagine	3
imagined	1
imbedded	1
imbricata_	1
imbued	1
imitated	1
immediate	7
immediately	9
immense	38
immensely	2
immigrants	7
immigration	8
immortal	1
imp	1
impassable	1
impede	1
impelled	1
imperative	1
imperial	7
imperials	1
imperilled	1
impermanent	1
impetus	5
implement	2
implements	8
implied	2
implies	1
import	14
importance	13
important	27
importation	2
importations	1
imported	22
importing	2
imports	9
impose	1
imposed	6
imposing	3
imposition	2
impossible	5
imposts	3
impounded	1
impregnable	2
impressed	2
impression	4
impressions	1
impressive	2
imprisoned	6
imprisonment	3
improve	1
improved	4
improvement	4
improvements	1
improving	1
impudent	1
impulse	1
in	2403
inaccurate	1
inactive	1
inactivity	1
inadequate	3
inadequately	1
inaugurated	6
inauguration	2
inca	37
incas	8
incentive	1
inception	1
incessant	1
incessantly	1
inch	4
inches	13
incident	2
incidental	1
incisive	1
inclement	1
inclined	1
include	7
included	13
includes	7
including	32
inclusive	1
income	11
incoming	1
incomplete	1
inconceivable	1
inconvenience	1
inconvenient	2
incorporation	1
increase	15
increased	17
increases	4
increasing	8
increasingly	3
incredible	2
incredibly	2
incurred	2
indebted	3
indeed	6
indefatigable	5
indefinite	1
indemnify	1
indemnity	3
indentation	1
indentations	2
indented	1
independence	38
independence_	2
independent	6
indescribable	1
indeterminate	4
india	2
indiaman	4
indian	51
indianism	1
indians	77
indicate	1
indicated	1
indicates	2
indicating	2
indies	10
indifference	3
indifferent	3
indifferently	1
indigenous	7
indignant	1
indigo	1
indirect	2
indirectly	1
indispensable	3
indistinguishable	1
individual	6
individuals	4
indoors	1
induce	2
induced	4
inducement	1
industrial	27
industrialist	1
industries	18
industrious	2
industry	47
industry_	1
indyes	1
ineditos	1
inelastic	1
inevitable	2
inevitably	4
inexhaustible	2
inexpensive	1
inexperienced	1
inez	1
infant	3
infantes	1
infected	1
inference	1
inferior	1
infernal	1
infested	2
infiltration	1
inflammatory	1
inflated	1
inflation	3
inflicted	3
inflow	1
influence	18
influential	3
influx	2
informal	1
information	9
informed	3
informs	2
infrequent	2
infrequently	3
infringement	1
infuriated	2
infused	1
infusing	1
infusion	2
infusions	1
ingenuity	1
ingenuous	2
inglez	1
ingots	3
ingredients	1
inhabit	1
inhabitant	1
inhabitants	11
inhabited	4
inherit	1
inheritance	7
inheriting	1
inhibitions	1
inhospitable	3
initial	2
initiated	1
initiation	1
initiative	1
injuries	1
ink	1
inks	1
inland	20
inlet	2
inlets	5
inner	3
innocencia	1
innocent	1
innocuous	1
innumerable	4
inoculated	1
inquilino	1
inquisicion	1
inquisition	30
inquisitor	1
inquisitors	11
inscribed	1
inscriptions	1
insects	1
insecurity	2
insensibility	1
insensible	1
inside	9
insipidity	1
insist	1
insisted	5
insistence	2
insisting	1
insouciance	1
inspection	3
inspector	1
inspiration	2
inspire	1
inspired	1
installation	6
installations	3
installed	1
instance	15
instances	4
instead	7
instigated	2
instinct	1
instituted	1
institution	1
institutions	1
instruct	1
instruction	4
instructions	2
instructors	3
instrument	1
instruments	2
insubordinate	1
insufferable	1
insufficient	5
insult	1
insurgent	1
insurgents	1
insurmountable	1
insurrections	1
insurrecto	1
intact	3
integrity	2
intellectual	8
intellectually	1
intelligence	1
intelligent	7
intelligible	1
intended	6
intensive	1
intention	8
intentions	2
inter	2
interchange	3
intercourse	4
interest	31
interested	10
interesting	10
interests	18
interfere	2
interfered	1
interference	1
interior	18
interlaced	1
interlockings	1
interlopers	1
interminable	1
internal	8
international	28
interned	2
internment	1
interposed	1
interpreted	1
interrogatories	1
intertwined	1
interval	3
intervals	1
intervened	1
intervening	2
intervention	2
interviewed	1
interwoven	1
intimate	1
intimately	1
intimidate	1
into	137
intricacy	1
intricate	2
intrigues	1
introduce	1
introduced	10
introduction	5
inured	3
invade	2
invaded	1
invader	1
invaders	2
invading	3
invalidity	1
invaluable	9
invariably	8
invasion	3
invention	1
inventions	2
invested	4
investigate	1
investigation	2
investigations	2
investigator	1
investing	2
investment	8
investments	1
investor	1
investors	3
invitation	5
invite	3
invited	3
inviting	2
invoices	1
involved	3
involving	1
iodine	14
iquique	13
ireland	2
iris	2
irish	4
irishman	1
iron	23
ironclad	2
ironclads	1
irreconcilable	1
irregular	2
irrigate	3
irrigated	7
irrigates	2
irrigating	1
irrigation	14
irritation	3
irruption	1
irs	1
is	979
isaacs	1
isabel	1
isabella_	4
isla	1
island	93
islander	2
islanders	11
islanders_	1
islands	37
isles	3
islet	1
islets	1
isolated	8
isolation	1
issue	4
issued	9
issues	4
issuing	1
isthmian	1
isthmus	2
it	400
itabira	1
italian	1
italians	2
italics	1
italy	1
itata	2
itatá	1
itch	1
item	3
its	188
itself	12
iv	4
ives	1
ix	2
j	5
jacob	1
jacques	1
jade	1
jagged	1
jaguars	1
jail	2
jailed	1
jailer	1
jails	1
jam	1
james	3
janeiro	1
january	16
japan	4
japanese	2
jarilla	1
jars	1
jealous	2
jealously	3
jealousy	1
jerked	1
jesuit	6
jesuits	4
jesus	3
jetties	1
jetty	2
jew	2
jewelled	1
jews	3
jingling	1
joaquin	1
john	16
join	3
joined	7
joining	7
joint	1
jointly	1
joke	1
jorge	2
jorje	3
jorquera	1
joseph	3
josé	17
journal	1
journalism	1
journalist	2
journalists	1
journey	20
jowl	1
joy	1
joyce	3
joys	1
juan	49
juana	1
jubilant	1
judaism	1
judge	1
judges	2
judgment	1
judás	1
jugo	5
julian	2
july	13
jump	1
juncal	3
junction	2
juncture	1
june	13
jungle	1
junin	5
junior	1
junta	10
juntas	2
jurisdiction	3
jurisprudence	1
just	27
justice	3
justified	3
justifies	1
justifying	2
justly	1
kaleidoscopic	1
kao	2
kebir	1
keen	6
keenly	2
keep	6
keepers	1
keeping	7
kennecott	1
kept	20
kernel	2
kernels	1
key	4
keys	1
kid	1
kill	6
killed	20
killing	1
kilograms	2
kilometre	1
kilometres	51
kilometres_	1
kilos	2
kin	4
kind	16
kindliness	1
kindly	11
kindness	2
kindred	2
kinds	1
king	28
kingdom	6
kingly	1
kings	3
kinsfolk	1
kinship	1
kipling	1
kitchen	1
knew	7
knife	1
knight	1
knitting	1
knives	1
knocked	1
knoll	1
knots	2
know	9
knowledge	7
known	32
knows	4
kosmos	1
krupp	1
l	6
la	55
laborious	2
laboriously	1
lack	14
lacked	6
lacking	7
lacks	1
lad	1
laden	12
ladies	1
ladrilleros	1
lads	1
lady	5
lagoon	2
lagos	1
laguna	3
lagunas	1
laid	8
lain	1
laird	2
laja	5
lake	35
lakes	12
lakes_	1
lamenting	1
land	103
landed	8
landholders	1
landing	5
landowner	1
landowners	2
lands	36
lands_	1
landscape	3
lane	2
language	6
languages	1
languished	1
laodicea	1
lapland	1
lard	3
larga	1
large	90
largely	3
larger	11
largest	15
larrain	1
las	2
lashed	1
last	58
lasted	1
lastenia	1
lasterria	1
lasting	2
lastra	1
lasts	1
latcham	1
late	15
lately	3
later	75
latin	25
latitude	15
latorre	4
latorre_	2
latter	31
laughed	1
launched	2
lauquen	1
laura	1
laurel	2
laurels	2
lautaro	6
lavishly	1
law	21
lawful	1
lawn	1
laws	29
lawyer	1
lawyers	2
lay	21
layer	4
layers	5
lazy	2
le	4
leaching	1
lead	1
leader	11
leaders	12
leadership	1
leading	8
leads	1
leaf	3
league	4
leagues	10
leak	1
leaking	1
learn	1
learned	6
learning	2
learnt	2
lease	1
leased	1
leases	1
leasing	1
least	35
leather	3
leave	13
leaved	2
leaves	17
leaving	16
lebu	8
led	7
ledger	4
left	31
legal	6
legality	1
legally	1
legendary	1
legends	1
legion	1
legislate	1
legislation	1
legislators	1
legitimate	4
legs	1
leguminous	1
leighton	1
leisure	1
leisurely	1
lemon	1
lemons	2
lends	5
length	31
lengthening	1
lenient	1
lennox	1
lenses	1
lent	3
leon	4
leones	1
leonor	1
less	57
lessened	2
lesser	1
lesson	2
lest	1
let	3
letter	9
lettered	1
letters	3
letting	1
lettres	1
level	20
levelled	1
levels	2
lever	1
levy	3
levying	1
ley	1
leña	1
liability	4
liable	3
liana	1
liberal	4
liberals	1
liberating	2
libertador	1
liberty	1
library	2
licence	1
licences	2
license	18
licensed	3
licentiousness	1
lie	20
lies	21
lieu	3
lieutenant	13
life	57
lifted	1
lifting	1
lifts	1
light	23
lightened	1
lightening	1
lighters	1
lightly	2
lights	2
ligua	1
like	49
liked	2
likely	16
liker	1
likewise	1
liking	2
lilies	1
lille	1
lillo	6
lima	45
limache	3
limari	1
lime	4
limeños	1
limit	8
limitation	3
limited	15
limiting	1
limits	7
limping	1
linares	4
line	101
line_	1
linear	1
lined	5
linen	3
lines	45
linger	1
lingue	3
link	10
linked	2
linking	3
links	8
lips	1
liqueurs	1
liquid	2
liquor	12
liquors	2
liras	1
lircay	2
lirico	2
lirquen	1
lisbon	1
list	21
listed	2
listened	3
listeners	1
listing	1
lists	6
litany	1
literary	17
literature	13
litigation	4
litre	2
litres	1
little	101
littoral	3
live	15
lived	11
liveliest	1
livelihood	2
liveliness	1
lively	3
liverpool	2
lives	7
livestock	5
living	17
lixiviation	2
lizard	1
lizards	1
llai	8
llaima	3
llallaguas	1
llama	2
llamas	2
llano	1
llanquihue	28
llareta	1
llifen	1
llullaico	1
lluta	1
loa	10
load	3
loaded	3
loading	1
loads	5
loan	12
loans	4
loaysa	5
lobes	2
lobster	1
local	26
localised	1
localities	4
locality	1
locally	1
located	7
locations	1
lock	1
locksmiths	1
locomotive	1
locomotives	1
lodes	1
lodge	1
lodges	1
log	2
loggerheads	1
logical	1
logo	1
logs	1
loncomilla	2
london	21
lonely	4
long	108
longboat	6
longer	8
longest	1
longing	1
longitudinal	10
lonquimay	3
lontué	3
look	6
looked	3
looking	9
looks	4
loom	3
loomed	1
looming	1
looms	1
loose	7
loosely	1
loot	2
looted	2
lope	1
loquacious	1
lord	5
lords	2
loreto	3
lorry	1
los	26
loser	1
losers	1
loses	1
losing	2
loss	12
losses	2
lost	37
lot	1
lota	7
loud	2
louis	2
louisburgh	1
love	4
loved	1
loveliness	1
lovely	14
lover	2
loves	1
loving	1
low	14
lower	20
lowered	2
lowering	2
lowlands	2
loyal	6
loyalists	1
loyalty	2
loyola	1
ltd	8
lucar	6
lucerne	1
lucia	4
lucid	2
luck	5
luckily	1
lucky	4
luco	2
luis	7
lukinovic	1
lulled	1
lumber	9
lumbering	1
luminous	1
lumo	2
lumps	1
lupins	1
luscious	1
lush	1
lusty	1
lutheranism	1
luxuriant	1
luxuries	2
luxurious	2
luxury	2
lying	20
lympits	1
m	3
mace	1
machalí	1
machine	3
machinery	18
machí	1
mackenna	2
macmillan	6
madariaga	1
made	175
madrid	3
magalhães	2
magallanes	4
magellan	36
magellanes	13
magellanic	15
magic	3
magistrates	1
magnificence	1
magnificent	13
magnificently	1
maihue	1
mail	1
main	26
mainland	6
mainly	6
maintain	5
maintained	16
maintaining	2
maintenance	1
maipo	6
maipu	2
maire	4
maitenes	2
maitén	2
maize	18
majestic	1
majesty	1
major	7
majority	9
make	31
maker	2
makers	4
makes	6
makeshift	1
making	28
malcontent	1
malcontents	1
male	2
malleco	4
malo	2
maluenda	2
mammoth	1
man	34
managed	7
management	3
manager	2
managerial	1
manchester	1
manco	2
mandioca	2
manganese	7
mangy	1
manifestations	1
manipulating	1
manned	1
manner	8
manso	2
mantle	3
mantos	1
manual	2
manuel	5
manufacture	13
manufactured	6
manufacturers	3
manufactures	1
manufacturing	9
manuscripts	1
many	130
map	8
maple	1
mapoche	2
mapocho	7
maps	1
mapuche	2
mapuches	3
mar	15
marble	1
march	22
marched	14
marching	1
marco	1
margin	2
maria	3
mariano	2
mariluán	1
marine	3
mariner	1
mariners	2
marines	6
maritime	6
mark	10
marked	22
markedly	1
market	26
markets	29
marking	3
marks	7
marks_	1
marly	1
marooned	1
marooning	1
marques	3
marquis	3
marriage	4
marriages	3
married	5
marries	1
marry	1
marsh	2
marta_	1
martin	9
martin_	2
martinez	3
martyrdom	2
martín	26
martín_	1
marxian	1
mary	1
maryland	1
marín	1
mascardi	2
mass	6
masse_	1
massed	1
masses	7
mast	1
master	5
masters	3
mataquito	1
mataveri	2
match	3
mate	1
mateo	3
material	12
materialisation	3
materially	2
materials	6
mathematical	1
mathematics	1
matias	1
matices	1
matilde	1
matrimony	2
matted	2
matter	29
matters	3
mattresses	1
mature	2
maté	3
maté_	1
maule	22
maullin	1
maullín	1
maupassant	1
maurice	2
mauve	1
maximum	3
may	58
maya	1
mayen	1
mazes	1
mcauliffe	1
me_	1
meadow	2
meadows	2
meal	1
mealy	1
mean	2
meaning	5
means	20
meant	1
meanwhile	9
measure	2
measured	3
measurements	1
measures	2
measuring	2
meat	13
meats	1
mechanical	3
mechanics	2
mediate	1
mediation	1
mediator	2
medical	2
medicinal	6
medicinally	1
medicine	4
medina	3
medium	7
mediæval	2
medley	1
meet	11
meeting	7
meetings	3
meets	2
meiggs	2
mejico	1
mejillones	5
melado	1
melancholy	1
melbourne	1
melgarejo	2
melipilla	2
melipillo	1
melis	1
melody	1
melon	1
melt	2
melted	2
member	4
members	8
mementos	1
memoirs	1
memorial	1
memorials	1
memory	4
men	145
menace	1
menaced	1
mend	1
mendoza	30
mental	4
mentioned	1
menu	1
mercantile	2
mercedario	1
mercedes	4
merceditas	2
merchandise	16
merchant	6
merchantability	1
merchantman	1
merchants	7
mercy	1
mere	2
merge	1
meridian	1
merit	2
merited	1
meriting	1
merits	2
message	2
messages	1
messengers	1
mestizos	3
met	8
metal	14
metallic	2
metals	7
method	7
methods	8
meticulous	1
meticulously	1
metre	4
metres	14
metric	6
metálicos	1
mexican	2
mexico	22
michael	1
michimalongo	1
mid	4
midday	2
middle	26
midnight	1
midshipman	5
midshipmen	2
miers	1
might	20
migration	1
migrations	1
miguel	7
mile	13
mileage	1
miles	106
milieu	1
militant	1
militarily	1
military	15
milk	1
mill	3
milla	2
millar	1
miller	1
milling	3
million	21
millionaire	1
millionaires	1
millions	6
mills	9
mimosa	1
minatory	1
mind	6
minds	2
mine	21
mined	2
miner	2
mineral	16
minerales	1
mineralised	1
minerals	3
miners	10
mines	69
mingled	1
miniature	1
minimum	1
mining	41
minister	5
ministers	4
minivy	1
minor	7
minosa	1
mint	2
minted	2
minute	2
mira	2
miracle	1
miraflores	1
mirage	1
miranda	3
mirror	3
miru	1
miserable	2
miseries	2
misery	4
misfits	1
misfortune	3
misgiving	2
misleading	1
missed	3
missing	1
mission	9
missionaries	6
missionary	3
missions	2
mississippi	1
mist	5
mistake	3
mistakenly	1
mistral	1
mistrust	1
mists	1
misty	1
mixed	11
mixture	7
mobile	3
mobilized	1
mocha	3
mode	3
model	2
modelled	1
moderate	3
moderation	1
modern	28
modernisation	1
modest	4
modification	2
modifications	1
modified	2
modifying	1
mogador	1
moist	1
moisture	1
mole	1
molina	3
mollendo	1
moluccas	3
moluche	1
moluches	1
moment	7
momentarily	1
moments	2
monarch	1
monarchs	1
monastery	2
monclove	1
moneda	5
monetary	2
money	35
monje	1
monk	1
monkey	1
monkeys	1
monks	1
monographs	2
monolith	1
monoliths	1
monopolist	1
monopoly	2
monroy	2
monster	1
mont	1
montana	1
monte	1
monteagudo	1
montes	1
montesinos	1
montevideo	2
month	6
months	36
montt	25
monumental	1
monuments	1
moon	1
moor	1
mooring	3
moors	1
moquegua	1
moral	1
moraleda	1
morass	2
morbid	1
more	172
moribund	1
morley	1
morning	4
morris	3
morsillo	1
mortality	4
mortgage	2
mosses	1
most	120
mother	6
motherless	1
mothers	3
motionless	2
motive	2
motives	1
moto	1
motor	5
motored	1
motors	2
motto	1
mouat	1
moulded	1
mountain	30
mountaineer	1
mountaineers	1
mountainous	3
mountains	26
mounted	8
moure	3
mouth	8
movable	1
move	1
moved	3
movement	7
movements	1
moves	2
moving	4
mr	3
mrs	1
much	72
mud	7
muddy	2
muerto	1
mulattos	1
mulchen	1
mule	6
mules	2
multiplied	1
multiply	1
municipal	3
municipalities	1
municipality	1
munitions	2
murder	1
murdered	3
murdering	1
murmurs	1
murphy	1
museum	5
mushroom	1
music	1
musical	1
musicians	1
musket	2
muskles	1
musquetoons	1
mussels	3
must	43
musters	1
mutineers	3
mutinied	2
mutiny	4
mutton	2
mutual	6
mutually	2
muñoz	1
my	3
myriad	1
myrtle	2
myself	1
mysteries	1
mysterious	1
mystery	2
máfil	1
más	5
n	1
nacional	1
nahuel	1
naked	3
naltagua	1
name	40
named	21
names	10
naming	4
nana	1
napoleon	5
napoleonic	2
narborough	17
narrative	5
narrators	1
narrow	13
narrowly	1
narrowness	1
narrows	6
nasca	1
nascimiento	1
nassau	1
nation	8
national	40
nationalisation	1
nationalities	1
nationality	5
nationally	1
nationals	7
nations	18
native	78
natives	30
natural	15
naturalization	1
naturally	5
nature	6
naval	46
navarin	1
navies	2
navigability	1
navigable	10
navigate	1
navigated	1
navigation	5
navigator	6
navigators	5
navy	22
navy_	1
ne	1
near	48
nearby	9
nearer	2
nearest	7
nearly	45
neat	4
neatly	1
nebulous	1
necessarily	5
necessary	7
necessitate	1
necessitated	1
necessitating	1
necessities	2
necessity	11
neck	2
necks	1
need	18
needed	21
needing	3
needles	2
needs	20
needs_	1
neglect	3
neglected	2
negligence	1
negligible	3
negotiate	2
negotiating	1
negotiation	1
negotiations	3
negreiros	1
negrete	1
negro	2
negroes	7
negros	1
neighbour	1
neither	17
nephews	2
nestled	1
nestling	1
nests	1
net	2
nether	1
network	4
neuquen	1
neutralisation	1
neutrality	5
neutrally	1
neutrals	1
never	38
nevertheless	9
new	164
newcomer	2
newcomers	6
newer	2
newly	13
newmarket	1
news	9
newsletter	1
newspaper	1
newspapers	3
newsstand	1
next	40
nicaragua	2
nicaraguan	1
nickel	3
nicknamed	1
nicolas	2
niece	2
nieva	1
nieves	1
night	14
